".y."	"group1"	"group2"	"n1"	"n2"	"statistic"	"p"	"p.adj"	"p.adj.signif"	"p.adj.formatted"
"values"	"WT"	"DPRE2"	172	38	-12.7343361010733	3.81073780231113e-37	2.04148981675223e-33	"****"	"2.04e-33"
"values"	"WT"	"Fab7"	172	60	-12.6846804914583	7.19064754987868e-37	2.04148981675223e-33	"****"	"2.04e-33"
"values"	"WT"	"en"	172	84	-10.0375479645856	1.0423294242897e-23	5.5283208224734e-24	"****"	"5.53e-24"
"values"	"DPRE2"	"Fab7"	38	60	1.83636065982204	0.0663043338128518	0.0954058758675711	"ns"	"0.0954"
"values"	"DPRE2"	"en"	38	84	4.84134107407039	1.28965796131385e-06	3.79336331933659e-05	"****"	"3.79e-05"
"values"	"Fab7"	"en"	60	84	3.34712714784029	0.000816537489396308	0.00615417562570405	"***"	"0.00615"
